year,iso3c,smod,pop_WPP2022,country
1970,MAC,Rural grid cells,0.0015929585325385356,Macao SAR China
1970,MAC,Urban cluster,0.04033559906199655,Macao SAR China
1975,MAC,Urban centre,0.2073586406725186,Macao SAR China
1975,MAC,Rural grid cells,0.001782484285609981,Macao SAR China
1975,MAC,Urban cluster,0.03792087504187138,Macao SAR China
1980,MAC,Urban centre,0.2054390221102356,Macao SAR China
1980,MAC,Rural grid cells,0.0018632532586061257,Macao SAR China
1980,MAC,Urban cluster,0.038075724631158304,Macao SAR China
1985,MAC,Urban centre,0.24184227736353714,Macao SAR China
1985,MAC,Rural grid cells,0.0017570831169041797,Macao SAR China
1985,MAC,Urban cluster,0.03835763951955869,Macao SAR China
1990,MAC,Urban centre,0.29472899748650433,Macao SAR China
1990,MAC,Rural grid cells,3.3407280978338275e-4,Macao SAR China
1990,MAC,Urban cluster,0.04872892970371225,Macao SAR China
1995,MAC,Urban centre,0.38918818839261826,Macao SAR China
1995,MAC,Rural grid cells,0.00082455894989023025,Macao SAR China
1995,MAC,Urban cluster,0.0027412526574915343,Macao SAR China
2000,MAC,Urban centre,0.4241907876376407,Macao SAR China
2000,MAC,Rural grid cells,9.30613658199988e-4,Macao SAR China
2000,MAC,Urban cluster,0.0036955987041593402,Macao SAR China
2005,MAC,Urban centre,0.47510592579206534,Macao SAR China
2005,MAC,Rural grid cells,7.906528041416774e-4,Macao SAR China
2005,MAC,Urban cluster,0.0061564214037929405,Macao SAR China
2010,MAC,Urban centre,0.5448494487665372,Macao SAR China
2010,MAC,Rural grid cells,7.767678320408712e-4,Macao SAR China
2010,MAC,Urban cluster,0.004458783401421995,Macao SAR China
2015,MAC,Urban centre,0.6065602752027335,Macao SAR China
2015,MAC,Rural grid cells,6.055243646884775e-4,Macao SAR China
2015,MAC,Urban cluster,0.0024572004325780607,Macao SAR China
2020,MAC,Urban centre,0.6657095380815965,Macao SAR China
2020,MAC,Rural grid cells,9.509408712776618e-4,Macao SAR China
2020,MAC,Urban cluster,0.0033585210471258693,Macao SAR China
1950,MAF,Rural grid cells,0.0029170000000000003,Saint Martin (French part)
1955,MAF,Rural grid cells,0.003484,Saint Martin (French part)
1960,MAF,Rural grid cells,0.004075,Saint Martin (French part)
1965,MAF,Rural grid cells,0.004739,Saint Martin (French part)
1970,MAF,Rural grid cells,0.005723,Saint Martin (French part)
1975,MAF,Rural grid cells,0.006534,Saint Martin (French part)
1980,MAF,Rural grid cells,0.0037109582550929657,Saint Martin (French part)
1980,MAF,Urban cluster,0.0039660417449070345,Saint Martin (French part)
1985,MAF,Rural grid cells,0.00313109603455782,Saint Martin (French part)
1985,MAF,Urban cluster,0.01134690396544218,Saint Martin (French part)
1990,MAF,Rural grid cells,0.00342653642136098,Saint Martin (French part)
1990,MAF,Urban cluster,0.02426346357863902,Saint Martin (French part)
1995,MAF,Rural grid cells,0.003254887109506788,Saint Martin (French part)
1995,MAF,Urban cluster,0.02617211289049321,Saint Martin (French part)
2000,MAF,Rural grid cells,0.0033888285967419197,Saint Martin (French part)
2000,MAF,Urban cluster,0.025830171403258082,Saint Martin (French part)
2005,MAF,Rural grid cells,0.003332092529451784,Saint Martin (French part)
2005,MAF,Urban cluster,0.029750907470548215,Saint Martin (French part)
2010,MAF,Rural grid cells,0.0024483344013764676,Saint Martin (French part)
2010,MAF,Urban cluster,0.033960665598623534,Saint Martin (French part)
2015,MAF,Rural grid cells,0.0022286812283140328,Saint Martin (French part)
2015,MAF,Urban cluster,0.03287231877168597,Saint Martin (French part)
2020,MAF,Rural grid cells,0.0023143385104073427,Saint Martin (French part)
2020,MAF,Urban cluster,0.030535661489592657,Saint Martin (French part)
1950,MAR,Urban centre,1.890596782048258,Morocco
1950,MAR,Rural grid cells,4.705161851750592,Morocco
1950,MAR,Urban cluster,2.2308803662011503,Morocco
1955,MAR,Urban centre,2.412362918612264,Morocco
1955,MAR,Rural grid cells,5.06612543523261,Morocco
1955,MAR,Urban cluster,2.6216416461551257,Morocco
1960,MAR,Urban centre,3.082594555327584,Morocco
1960,MAR,Rural grid cells,5.438490580116376,Morocco
1960,MAR,Urban cluster,3.0921108645560405,Morocco
1965,MAR,Urban centre,3.853936916831577,Morocco
1965,MAR,Rural grid cells,5.780206785844641,Morocco
1965,MAR,Urban cluster,3.573434297323784,Morocco
1970,MAR,Urban centre,4.813670583609744,Morocco
1970,MAR,Rural grid cells,6.120395522130815,Morocco
1970,MAR,Urban cluster,4.138432894259441,Morocco
1975,MAR,Urban centre,5.932850115840278,Morocco
1975,MAR,Rural grid cells,6.435486218171146,Morocco
1975,MAR,Urban cluster,4.742002665988577,Morocco
1980,MAR,Urban centre,7.4004198661236025,Morocco
1980,MAR,Rural grid cells,6.788497252262941,Morocco
1980,MAR,Urban cluster,5.2269108816134535,Morocco
1985,MAR,Urban centre,8.864428310477278,Morocco
1985,MAR,Rural grid cells,7.180201834716646,Morocco
1985,MAR,Urban cluster,6.033220854806077,Morocco
1990,MAR,Urban centre,10.28880894490754,Morocco
1990,MAR,Rural grid cells,7.470627617445984,Morocco
1990,MAR,Urban cluster,6.598873437646474,Morocco
1995,MAR,Urban centre,11.788867245928328,Morocco
1995,MAR,Rural grid cells,7.59390450417159,Morocco
1995,MAR,Urban cluster,7.015279249900081,Morocco
2000,MAR,Urban centre,12.945197976882865,Morocco
2000,MAR,Rural grid cells,7.787445502023357,Morocco
2000,MAR,Urban cluster,7.633793521093782,Morocco
2005,MAR,Urban centre,14.215365981802087,Morocco
2005,MAR,Rural grid cells,7.815378348432701,Morocco
2005,MAR,Urban cluster,8.198797669765215,Morocco
2010,MAR,Urban centre,15.848519914599759,Morocco
2010,MAR,Rural grid cells,7.844672978232265,Morocco
2010,MAR,Urban cluster,8.556061107167974,Morocco
2015,MAR,Urban centre,17.546295975522636,Morocco
2015,MAR,Rural grid cells,7.966829415564995,Morocco
2015,MAR,Urban cluster,8.954442608912364,Morocco
2020,MAR,Urban centre,19.109393323111174,Morocco
2020,MAR,Rural grid cells,8.064725016719011,Morocco
2020,MAR,Urban cluster,9.31472466016982,Morocco
1950,MCO,Urban cluster,0.019122,Monaco
1955,MCO,Urban cluster,0.020371,Monaco
1960,MCO,Urban cluster,0.021729,Monaco
1965,MCO,Urban cluster,0.022912,Monaco
1970,MCO,Urban cluster,0.024086,Monaco
1975,MCO,Urban cluster,0.025333,Monaco
1980,MCO,Urban cluster,0.026963,Monaco
1985,MCO,Urban cluster,0.028614,Monaco
1990,MCO,Urban cluster,0.03021,Monaco
1995,MCO,Urban cluster,0.031367,Monaco
2000,MCO,Urban cluster,0.032464,Monaco
2005,MCO,Urban centre,0.032192,Monaco
2010,MCO,Urban centre,0.032792,Monaco
2015,MCO,Urban centre,0.036445,Monaco
2020,MCO,Urban centre,0.037033,Monaco
1950,MDA,Urban centre,0.3588404696333394,Moldova
1950,MDA,Rural grid cells,1.24546952262972,Moldova
1950,MDA,Urban cluster,0.7366980077369406,Moldova
1955,MDA,Urban centre,0.45736481234478304,Moldova
1955,MDA,Rural grid cells,1.3244429020412634,Moldova
1955,MDA,Urban cluster,0.8931142856139539,Moldova
1960,MDA,Urban centre,0.5887156112571899,Moldova
1960,MDA,Rural grid cells,1.4064722160340541,Moldova
1960,MDA,Urban cluster,1.096720172708756,Moldova
1965,MDA,Urban centre,0.7141083010407598,Moldova
1965,MDA,Rural grid cells,1.4623130045743382,Moldova
1965,MDA,Urban cluster,1.2729656943849026,Moldova
1970,MDA,Urban centre,0.8103120034654097,Moldova
1970,MDA,Rural grid cells,1.4922993250229846,Moldova
1970,MDA,Urban cluster,1.3881516715116056,Moldova
1975,MDA,Urban centre,0.8963621848942354,Moldova
1975,MDA,Rural grid cells,1.5126971378743785,Moldova
1975,MDA,Urban cluster,1.4837876772313858,Moldova
1980,MDA,Urban centre,0.9752885349821445,Moldova
1980,MDA,Rural grid cells,1.5861188358081661,Moldova
1980,MDA,Urban cluster,1.5239016292096896,Moldova
1985,MDA,Urban centre,1.051931347906824,Moldova
1985,MDA,Rural grid cells,1.6227156146589774,Moldova
1985,MDA,Urban cluster,1.606320037434198,Moldova
1990,MDA,Urban centre,1.1153358636332453,Moldova
1990,MDA,Rural grid cells,1.677953880033925,Moldova
1990,MDA,Urban cluster,1.6788802563328296,Moldova
1995,MDA,Urban centre,1.1361939336205873,Moldova
1995,MDA,Rural grid cells,1.7075091707963825,Moldova
1995,MDA,Urban cluster,1.6301098955830302,Moldova
2000,MDA,Urban centre,1.0791487517867309,Moldova
2000,MDA,Rural grid cells,1.6433671910276315,Moldova
2000,MDA,Urban cluster,1.5541300571856376,Moldova
2005,MDA,Urban centre,1.0044289071792782,Moldova
2005,MDA,Rural grid cells,1.6009635323180078,Moldova
2005,MDA,Urban cluster,1.4214165605027136,Moldova
2010,MDA,Urban centre,0.9164317489442413,Moldova
2010,MDA,Rural grid cells,1.5457556567802049,Moldova
2010,MDA,Urban cluster,1.2560985942755531,Moldova
2015,MDA,Urban centre,0.8160692672596406,Moldova
2015,MDA,Rural grid cells,1.4599998635506761,Moldova
2015,MDA,Urban cluster,1.0297568691896832,Moldova
2020,MDA,Urban centre,0.6997964069754185,Moldova
2020,MDA,Rural grid cells,1.4311594885523549,Moldova
2020,MDA,Urban cluster,0.9640681044722264,Moldova
1950,MDG,Urban centre,0.058505349951782595,Madagascar
1950,MDG,Rural grid cells,3.3294371293791234,Madagascar
1950,MDG,Urban cluster,0.5180825206690944,Madagascar
1955,MDG,Urban centre,0.07948359691722076,Madagascar
1955,MDG,Rural grid cells,3.7282933060994305,Madagascar
1955,MDG,Urban cluster,0.6040910969833485,Madagascar
1960,MDG,Urban centre,0.10877843954371161,Madagascar
1960,MDG,Rural grid cells,4.187884748151449,Madagascar
1960,MDG,Urban cluster,0.7111698123048396,Madagascar
1965,MDG,Urban centre,0.14954618704270428,Madagascar
1965,MDG,Rural grid cells,4.711847473848181,Madagascar
1965,MDG,Urban cluster,0.8427533391091145,Madagascar
1970,MDG,Urban centre,0.2077026878610002,Madagascar
1970,MDG,Rural grid cells,5.323256605716946,Madagascar
1970,MDG,Urban cluster,1.0115317064220535,Madagascar
1975,MDG,Urban centre,0.2944857154516769,Madagascar
1975,MDG,Rural grid cells,6.066479221750279,Madagascar
1975,MDG,Urban cluster,1.2440610627980435,Madagascar
1980,MDG,Urban centre,0.43399857916773393,Madagascar
1980,MDG,Rural grid cells,6.861136471099016,Madagascar
1980,MDG,Urban cluster,1.5241849497332505,Madagascar
1985,MDG,Urban centre,0.5857377337155535,Madagascar
1985,MDG,Rural grid cells,7.729066927124578,Madagascar
1985,MDG,Urban cluster,1.8394173391598678,Madagascar
1990,MDG,Urban centre,0.8643846033922139,Madagascar
1990,MDG,Rural grid cells,8.619113012435825,Madagascar
1990,MDG,Urban cluster,2.22183538417196,Madagascar
1995,MDG,Urban centre,1.1376259195866611,Madagascar
1995,MDG,Rural grid cells,9.739610252491195,Madagascar
1995,MDG,Urban cluster,2.7711618279221435,Madagascar
2000,MDG,Urban centre,1.5269404041037895,Madagascar
2000,MDG,Rural grid cells,11.041218841264042,Madagascar
2000,MDG,Urban cluster,3.404514754632168,Madagascar
2005,MDG,Urban centre,1.871555539940822,Madagascar
2005,MDG,Rural grid cells,12.44235709068749,Madagascar
2005,MDG,Urban cluster,4.203742369371687,Madagascar
2010,MDG,Urban centre,2.633047906201397,Madagascar
2010,MDG,Rural grid cells,13.764362170479467,Madagascar
2010,MDG,Urban cluster,5.025580923319136,Madagascar
2015,MDG,Urban centre,3.645847946731814,Madagascar
2015,MDG,Rural grid cells,14.9625737198761,Madagascar
2015,MDG,Urban cluster,5.922661333392084,Madagascar
2020,MDG,Urban centre,5.1183108088107705,Madagascar
2020,MDG,Rural grid cells,16.067444783714954,Madagascar
2020,MDG,Urban cluster,6.6933754074742735,Madagascar
1950,MDV,Rural grid cells,0.060857813241370205,Maldives
1950,MDV,Urban cluster,0.012981186758629793,Maldives
1955,MDV,Rural grid cells,0.06685180421129905,Maldives
1955,MDV,Urban cluster,0.014135195788700962,Maldives
1960,MDV,Rural grid cells,0.07454368328833262,Maldives
1960,MDV,Urban cluster,0.01597331671166737,Maldives
1965,MDV,Rural grid cells,0.08396741100303293,Maldives
1965,MDV,Urban cluster,0.018506588996967076,Maldives
1970,MDV,Rural grid cells,0.09801477557274334,Maldives
1970,MDV,Urban cluster,0.023352224427256662,Maldives
1975,MDV,Rural grid cells,0.11253431161709962,Maldives
1975,MDV,Urban cluster,0.028439688382900376,Maldives
1980,MDV,Rural grid cells,0.11567692459622739,Maldives
1980,MDV,Urban cluster,0.04685107540377261,Maldives
1985,MDV,Rural grid cells,0.12673998176961182,Maldives
1985,MDV,Urban cluster,0.0603210182303882,Maldives
1990,MDV,Urban centre,0.05979678254450714,Maldives
1990,MDV,Rural grid cells,0.1341530229118303,Maldives
1990,MDV,Urban cluster,0.027373194543662556,Maldives
1995,MDV,Urban centre,0.0664113237701018,Maldives
1995,MDV,Rural grid cells,0.15222245823931962,Maldives
1995,MDV,Urban cluster,0.03663921799057859,Maldives
2000,MDV,Urban centre,0.0771365791483923,Maldives
2000,MDV,Rural grid cells,0.1638959549146161,Maldives
2000,MDV,Urban cluster,0.03913746593699159,Maldives
2005,MDV,Urban centre,0.09993063295286475,Maldives
2005,MDV,Rural grid cells,0.170438793635923,Maldives
2005,MDV,Urban cluster,0.03421157341121223,Maldives
2010,MDV,Urban centre,0.12271022393318054,Maldives
2010,MDV,Rural grid cells,0.18834196763020494,Maldives
2010,MDV,Urban cluster,0.044161808436614505,Maldives
2015,MDV,Urban centre,0.1501269980121649,Maldives
2015,MDV,Rural grid cells,0.2131682502074642,Maldives
2015,MDV,Urban cluster,0.0628577517803709,Maldives
2020,MDV,Urban centre,0.22283931478249766,Maldives
2020,MDV,Rural grid cells,0.22614984062547622,Maldives
2020,MDV,Urban cluster,0.06190084459202616,Maldives
1950,MEX,Urban centre,7.28027324468027,Mexico
1950,MEX,Rural grid cells,13.40229784792847,Mexico
1950,MEX,Urban cluster,6.54898890739126,Mexico
1955,MEX,Urban centre,9.04135644611745,Mexico
1955,MEX,Rural grid cells,14.475426879609149,Mexico
1955,MEX,Urban cluster,7.5088276742734035,Mexico
1960,MEX,Urban centre,11.330984281967535,Mexico
1960,MEX,Rural grid cells,15.637789296232622,Mexico
1960,MEX,Urban cluster,8.735739421799845,Mexico
1965,MEX,Urban centre,14.569394858602736,Mexico
1965,MEX,Rural grid cells,16.962330350438528,Mexico
1965,MEX,Urban cluster,10.491323790958738,Mexico
1970,MEX,Urban centre,18.61764799389735,Mexico
1970,MEX,Rural grid cells,18.294969628224194,Mexico
1970,MEX,Urban cluster,12.581482377878457,Mexico
1975,MEX,Urban centre,23.363127916629608,Mexico
1975,MEX,Rural grid cells,19.568035424445835,Mexico
1975,MEX,Urban cluster,14.880225658924559,Mexico
1980,MEX,Urban centre,29.945628340235945,Mexico
1980,MEX,Rural grid cells,20.853453883509566,Mexico
1980,MEX,Urban cluster,16.091046776254487,Mexico
1985,MEX,Urban centre,35.50628408528961,Mexico
1985,MEX,Rural grid cells,21.50146131684579,Mexico
1985,MEX,Urban cluster,17.1772135978646,Mexico
1990,MEX,Urban centre,41.95707236611663,Mexico
1990,MEX,Rural grid cells,21.339169709433147,Mexico
1990,MEX,Urban cluster,17.60455292445024,Mexico
1995,MEX,Urban centre,47.595359009697354,Mexico
1995,MEX,Rural grid cells,22.567797913841485,Mexico
1995,MEX,Urban cluster,18.991995076461144,Mexico
2000,MEX,Urban centre,53.13883647685348,Mexico
2000,MEX,Rural grid cells,23.473485735139732,Mexico
2000,MEX,Urban cluster,20.499799788006797,Mexico
2005,MEX,Urban centre,57.24040393924131,Mexico
2005,MEX,Rural grid cells,24.786682410788185,Mexico
2005,MEX,Urban cluster,22.686204649970502,Mexico
2010,MEX,Urban centre,61.79203172749247,Mexico
2010,MEX,Rural grid cells,25.552210715818887,Mexico
2010,MEX,Urban cluster,24.389515556688632,Mexico
2015,MEX,Urban centre,66.99656796582468,Mexico
2015,MEX,Rural grid cells,26.458116618180348,Mexico
2015,MEX,Urban cluster,26.017618415994963,Mexico
2020,MEX,Urban centre,67.912453137376815,Mexico
2020,MEX,Rural grid cells,28.555316875187533,Mexico
2020,MEX,Urban cluster,29.142690987435657,Mexico
1950,MHL,Rural grid cells,0.012927999999999999,Marshall Islands
1955,MHL,Rural grid cells,0.013989,Marshall Islands
1960,MHL,Rural grid cells,0.01513,Marshall Islands
1965,MHL,Rural grid cells,0.012086574684605647,Marshall Islands
1965,MHL,Urban cluster,0.00575442531539435,Marshall Islands
1970,MHL,Rural grid cells,0.014779018868408456,Marshall Islands
1970,MHL,Urban cluster,0.00867398113159155,Marshall Islands
1975,MHL,Rural grid cells,0.015824023922991745,Marshall Islands
1975,MHL,Urban cluster,0.010773976077008255,Marshall Islands
1980,MHL,Rural grid cells,0.020089895543130894,Marshall Islands
1980,MHL,Urban cluster,0.01132210445686911,Marshall Islands
1985,MHL,Rural grid cells,0.02351755355231846,Marshall Islands
1985,MHL,Urban cluster,0.01466844644768154,Marshall Islands
1990,MHL,Rural grid cells,0.027499860801530315,Marshall Islands
1990,MHL,Urban cluster,0.01803113919846968,Marshall Islands
1995,MHL,Rural grid cells,0.02538140430727949,Marshall Islands
1995,MHL,Urban cluster,0.024895595692720516,Marshall Islands
2000,MHL,Rural grid cells,0.026880536355138675,Marshall Islands
2000,MHL,Urban cluster,0.02722446364486132,Marshall Islands
2005,MHL,Rural grid cells,0.025733403788595476,Marshall Islands
2005,MHL,Urban cluster,0.028661596211404527,Marshall Islands
2010,MHL,Rural grid cells,0.023757618689903,Marshall Islands
2010,MHL,Urban cluster,0.029735381310096995,Marshall Islands
2015,MHL,Rural grid cells,0.020086926423363745,Marshall Islands
2015,MHL,Urban cluster,0.029845073576636263,Marshall Islands
2020,MHL,Rural grid cells,0.018172378107036743,Marshall Islands
2020,MHL,Urban cluster,0.02590862189296326,Marshall Islands
1950,MKD,Urban centre,0.223815829537412,North Macedonia
1950,MKD,Rural grid cells,0.4936479285103625,North Macedonia
1950,MKD,Urban cluster,0.5169472419522255,North Macedonia
1955,MKD,Urban centre,0.27523865289530186,North Macedonia
1955,MKD,Rural grid cells,0.5138378829290825,North Macedonia
1955,MKD,Urban cluster,0.5820644641756154,North Macedonia
1960,MKD,Urban centre,0.3157020649950462,North Macedonia
1960,MKD,Rural grid cells,0.5253051197678614,North Macedonia
1960,MKD,Urban cluster,0.6129228152370925,North Macedonia
1965,MKD,Urban centre,0.35902142528324904,North Macedonia
1965,MKD,Rural grid cells,0.5350286516185596,North Macedonia
1965,MKD,Urban cluster,0.6445129230981915,North Macedonia
1970,MKD,Urban centre,0.4114809640536967,North Macedonia
1970,MKD,Rural grid cells,0.5443661090543509,North Macedonia
1970,MKD,Urban cluster,0.6893659268919525,North Macedonia
1975,MKD,Urban centre,0.4696137676290104,North Macedonia
1975,MKD,Rural grid cells,0.5521088502200087,North Macedonia
1975,MKD,Urban cluster,0.7398053821509811,North Macedonia
1980,MKD,Urban centre,0.6259558438805226,North Macedonia
1980,MKD,Rural grid cells,0.5799980033022953,North Macedonia
1980,MKD,Urban cluster,0.6872271528171819,North Macedonia
1985,MKD,Urban centre,0.6489121629567864,North Macedonia
1985,MKD,Rural grid cells,0.603812508372008,North Macedonia
1985,MKD,Urban cluster,0.7427723286712056,North Macedonia
1990,MKD,Urban centre,0.6651718321282418,North Macedonia
1990,MKD,Rural grid cells,0.6129596937671871,North Macedonia
1990,MKD,Urban cluster,0.7647074741045713,North Macedonia
1995,MKD,Urban centre,0.6440441760472166,North Macedonia
1995,MKD,Rural grid cells,0.5966066558422988,North Macedonia
1995,MKD,Urban cluster,0.7386621681104846,North Macedonia
2000,MKD,Urban centre,0.6478007736480607,North Macedonia
2000,MKD,Rural grid cells,0.5943061496951068,North Macedonia
2000,MKD,Urban cluster,0.7883920766568326,North Macedonia
2005,MKD,Urban centre,0.7033067150382913,North Macedonia
2005,MKD,Rural grid cells,0.6010753894440437,North Macedonia
2005,MKD,Urban cluster,0.773159895517665,North Macedonia
2010,MKD,Urban centre,0.7077110560118044,North Macedonia
2010,MKD,Rural grid cells,0.5925928599407077,North Macedonia
2010,MKD,Urban cluster,0.7914250840474876,North Macedonia
2015,MKD,Urban centre,0.7645816323139321,North Macedonia
2015,MKD,Rural grid cells,0.5743519406646788,North Macedonia
2015,MKD,Urban cluster,0.7679014270213892,North Macedonia
2020,MKD,Urban centre,0.7776281850139433,North Macedonia
2020,MKD,Rural grid cells,0.5647660620271375,North Macedonia
2020,MKD,Urban cluster,0.7716297529589193,North Macedonia
1950,MLI,Urban centre,0.1489258634043121,Mali
1950,MLI,Rural grid cells,3.0198565283781162,Mali
1950,MLI,Urban cluster,1.4933806082175716,Mali
1955,MLI,Urban centre,0.18431976507009684,Mali
1955,MLI,Rural grid cells,3.2874335212268537,Mali
1955,MLI,Urban cluster,1.5109917137030493,Mali
1960,MLI,Urban centre,0.2264717536303281,Mali
1960,MLI,Rural grid cells,3.5648786113492608,Mali
